그리움, 0.8171384930610657
슬피, 0.8178198337554932
이슬, 0.8053728342056274
어둠, 0.7972517013549805
외로움, 0.7968875169754028
엔딩, 0.7913612723350525
움, 0.7854677438735962
비바람, 0.7845293879508972
불길, 0.784321665763855
혼돈, 0.7816457152366638
가녀리, 0.7820793986320496
흐느끼, 0.7768211960792542
가로수, 0.7783306241035461
한숨, 0.7787506580352783
하염없이, 0.7736400365829468
젖, 0.7671303749084473
빗물, 0.7619063258171082
들어오, 0.7596685290336609
골목길, 0.7542504072189331
바람, 0.7554426789283752
절망, 0.7540576457977295
내리막, 0.7540599703788757
약속, 0.7540593435676656
추운, 0.7539957761764526
쏟아지, 0.750253438949585
창, 0.7467215657234192
꿈속, 0.7465978860855103
창밖, 0.7388127446174622
어둡, 0.7368459701538086
붉어지, 0.7364733219146729
비가, 0.7346810698509216
불, 0.7316305041313171
눈가, 0.7233978509902954
천장, 0.7203985452651978
답변, 0.7254133224487305
길거리, 0.7176897525787354
잠기, 0.7138652801513672
조용, 0.750092089176178
살며시, 0.7484022974967957
스며들, 0.7475627660751343
꽤나, 0.7434840798377991
끈, 0.74704509973526
언덕, 0.7393612265586853
토하, 0.7365483045578003
어둠, 0.7368932962417603
밤하늘, 0.7235721945762634
간신히, 0.7197434902191162
편안히, 0.702996015548706
거울, 0.7043803334236145
머, 0.7022690773010254
숨결, 0.7092673778533936
수채화, 0.7075156569480896
몸뚱아리, 0.7005401253700256
길거리, 0.6941709518432617
귓속, 0.6916921734809875
행동, 0.6960040926933289
최선, 0.6550546288490295
사소, 0.649826169013977
잦아들, 0.6966310143470764
빈자, 0.6908968091011047
연연, 0.6926097869873047
얼룩지, 0.6989413499832153
우산, 0.6987892985343933
어깨, 0.6967406868934631
적시, 0.6959623694419861
가득, 0.6947916150093079
손끝, 0.693778932094574
방, 0.6926823854446411
문, 0.6913399696350098
시계, 0.6887755393981934
박히, 0.6846100687980652
슬픔, 0.6845989227294922
서랍, 0.6819562315940857
걸터앉, 0.6801242232322693
빗속, 0.6786415576934814
불어오, 0.6785577535629272
프레임, 0.6780477166175842
방안, 0.6771113872528076
마음속, 0.6768075823783875
깊, 0.6754975318908691
막아내, 0.689987301826477
뚫어지, 0.6856703758239746
쓰기, 0.6870152950286865
어루만지, 0.6866614818572998
밤공기, 0.6864644289016724
곳곳, 0.6855630278587341
현실, 0.6855248212814331
묻히, 0.684887707233429
길목, 0.6844395399093628
묶, 0.6844202876091003
뒹굴, 0.684114933013916
맞이, 0.683198094367981
턱, 0.682904839515686
널브러지, 0.6827809810638428
날아오, 0.6811808347702026
샤워, 0.6805973052978516
달려오, 0.6804521083831787
지친, 0.6798209547996521
밝히, 0.6794307827949524
체온, 0.679226279258728
처지, 0.6785534620285034
해치, 0.6817017793655396
닫히, 0.6703997850418091
움, 0.688335120677948
영혼, 0.6871234774589539
점, 0.6866374611854553
작, 0.684967577457428
심술, 0.6840607523918152
그전, 0.6832274198532104
베개, 0.682224452495575
뺨, 0.6804160475730896
폭, 0.6796368360519409
촉감, 0.6778535842895508
고통, 0.6759679913520813
문틈, 0.6632443070411682
머릿속, 0.6629015207290649
한숨, 0.6609981656074524
좁, 0.6600181460380554
스며들, 0.6582935452461243
미움, 0.6575080156326294
엎질러지, 0.6572267413139343
마음, 0.6557425260543823
물들이, 0.6551893949508667
나태, 0.6542348265647888
삶, 0.6523083448410034
프레임, 0.6521783471107483
저미, 0.6575077176094055
저물, 0.6499989032745361
고운, 0.6498642563819885
계절, 0.6498119235038757
허공, 0.6497397422790527
올리, 0.6497384905815125
수첩, 0.6496345400810242
머리칼, 0.6495845317840576
기념일, 0.6494040489196777
아스팔트, 0.6492606997489929
잡히, 0.6356026530265808
거리감, 0.6283534169197083
뿌옇, 0.6257676482200623
찢기, 0.62309730052948
흰구름, 0.6146574020385742
무력, 0.6129975914955139
눈치채, 0.6081392765045166
거두, 0.6045932173728943
내놓, 0.6034125089645386
어긋나, 0.6033947467803955
뒤집히, 0.6026536226272583
작년, 0.650718092918396
흩어지, 0.6620045304298401
없었, 0.6652708053588867
없잖, 0.5863156914710999
돌이키, 0.5734504461288452
소망, 0.6680299043655396
흑백, 0.6668025851249695
봄바람, 0.6613088250160217
공허, 0.6539812088012695
하늘, 0.6533207297325134
좁, 0.6527847051620483
휘파람, 0.6516003608703613
곱디곱, 0.6497514843940735
흩날리, 0.6491314172744751
손길, 0.6445909738540649
차, 0.6604621410369873
스며들, 0.6602024435997009
한기, 0.6596417427062988
처량, 0.6569699048995972
창, 0.6499261856079102
밑, 0.6491618156433105
벚꽃, 0.6491393446922302
풍경, 0.6427925825119019
천장, 0.6490622162818909
찬바람, 0.6479427218437195
쌓이, 0.646475613117218
창가, 0.6456555128097534
비, 0.6450152397155762
울, 0.6450156424134588
내방, 0.6441144347190857
물, 0.6420125365257263
낙엽, 0.6418437361717224
공기, 0.6416963338851929
필름, 0.646903395652771
밖, 0.6449050903320312
색, 0.6435417532920837
불빛, 0.6424052715301514
가루, 0.6366739869117737
과거, 0.6356039643287659
세뇌, 0.6354741454124451
반딧불, 0.6328259110450745
잊, 0.6323423423423434
자장가, 0.6343016028404236
새까맣, 0.6342146992683411
일부, 0.6381627917289734
흔적, 0.63182532787323
발목, 0.6316113471984863
비밀, 0.6309641599655151
무게, 0.6325356364250183
가식, 0.6360173225402832
아물, 0.6357129216194153
날짜, 0.6328907608985901
비들, 0.631976306438446
더디, 0.6293638348579407
낭만, 0.633673369884491
간신히, 0.6260249018669128
다툼, 0.6201053857803345
